"","Date","BURGLARY","FELONY ASSAULT","GRAND LARCENY","GRAND LARCENY OF MOTOR VEHICLE","MURDER & NON-NEGL. MANSLAUGHTE","RAPE","ROBBERY"
"2261",2012-03-10,35,47,110,26,2,5,45
"2262",2012-03-11,26,57,83,12,2,3,39
"2263",2012-03-12,53,56,125,14,2,2,48
"2264",2012-03-13,53,48,90,12,1,3,46
"2265",2012-03-14,41,53,92,15,0,4,44
"2266",2012-03-15,40,55,123,19,0,7,56
"2267",2012-03-16,59,52,125,21,0,3,53
"2268",2012-03-17,44,78,117,16,1,5,45
"2269",2012-03-18,27,69,92,15,2,6,49
"2270",2012-03-19,61,51,101,22,1,4,37
"2271",2012-03-20,45,50,104,18,5,2,53
"2272",2012-03-21,58,47,92,21,1,5,56
"2273",2012-03-22,52,63,106,25,0,3,47
"2274",2012-03-23,56,45,110,24,0,5,60
"2275",2012-03-24,34,68,78,19,0,4,51
"2276",2012-03-25,30,56,95,17,5,3,42
"2277",2012-03-26,49,41,111,22,1,1,50
"2278",2012-03-27,45,36,86,10,0,4,40
"2279",2012-03-28,32,56,115,22,0,1,42
"2280",2012-03-29,52,44,98,27,2,2,46
"2281",2012-03-30,48,45,121,25,0,2,55
"2282",2012-03-31,35,52,100,14,0,3,58
"2283",2012-04-01,33,63,100,21,0,7,51
"2284",2012-04-02,59,53,109,24,1,3,69
"2285",2012-04-03,49,42,104,7,0,4,55
"2286",2012-04-04,56,47,113,15,2,1,47
"2287",2012-04-05,55,48,111,26,0,3,62
"2288",2012-04-06,50,35,130,27,3,3,41
"2289",2012-04-07,37,74,105,17,3,3,41
"2290",2012-04-08,28,77,78,21,1,3,47
"2291",2012-04-09,50,39,111,22,0,4,52
"2292",2012-04-10,51,44,92,20,2,2,45
"2293",2012-04-11,42,39,87,16,2,3,35
"2294",2012-04-12,46,43,107,15,1,5,45
"2295",2012-04-13,59,52,118,23,0,4,52
"2296",2012-04-14,36,80,91,22,2,7,46
"2297",2012-04-15,46,80,92,16,2,3,41
"2298",2012-04-16,54,58,111,34,2,1,40
"2299",2012-04-17,38,65,106,26,3,4,38
"2300",2012-04-18,56,46,123,24,2,4,44
"2301",2012-04-19,42,39,87,23,1,4,38
"2302",2012-04-20,55,53,134,23,1,1,56
"2303",2012-04-21,41,70,105,21,1,3,50
"2304",2012-04-22,28,55,75,26,1,7,46
"2305",2012-04-23,46,45,116,22,1,1,60
"2306",2012-04-24,41,41,109,20,1,1,63
"2307",2012-04-25,51,50,115,17,2,4,52
"2308",2012-04-26,44,33,95,18,0,2,52
"2309",2012-04-27,59,49,126,29,0,1,57
"2310",2012-04-28,45,72,111,22,0,2,53
"2311",2012-04-29,42,76,87,22,0,5,49
"2312",2012-04-30,53,56,131,29,0,2,36
"2313",2012-05-01,48,55,170,33,1,12,57
"2314",2012-05-02,52,39,133,17,0,4,55
"2315",2012-05-03,52,59,125,29,0,2,45
"2316",2012-05-04,63,62,133,22,1,5,54
"2317",2012-05-05,39,56,121,19,1,4,52
"2318",2012-05-06,36,69,100,29,0,2,59
"2319",2012-05-07,54,51,117,23,0,5,53
"2320",2012-05-08,52,57,115,37,0,3,55
"2321",2012-05-09,59,45,127,32,1,1,53
"2322",2012-05-10,62,49,113,27,3,2,56
"2323",2012-05-11,72,65,123,21,0,6,69
"2324",2012-05-12,38,76,101,30,2,2,48
"2325",2012-05-13,43,70,85,16,3,3,43
"2326",2012-05-14,53,56,96,20,1,0,54
"2327",2012-05-15,69,62,106,27,1,4,45
"2328",2012-05-16,64,66,111,20,2,0,51
"2329",2012-05-17,60,50,120,19,1,2,49
"2330",2012-05-18,61,51,145,20,1,3,54
"2331",2012-05-19,47,77,103,25,2,5,69
"2332",2012-05-20,31,86,100,19,2,7,48
"2333",2012-05-21,52,42,128,24,0,1,60
"2334",2012-05-22,46,37,116,29,1,3,56
"2335",2012-05-23,58,45,115,20,2,5,42
"2336",2012-05-24,47,43,113,28,2,6,76
"2337",2012-05-25,90,59,128,24,1,5,50
"2338",2012-05-26,60,73,113,32,4,5,63
"2339",2012-05-27,42,75,85,17,1,9,66
"2340",2012-05-28,33,88,104,15,1,5,53
"2341",2012-05-29,44,45,120,27,1,7,56
"2342",2012-05-30,53,64,128,19,0,2,65
"2343",2012-05-31,52,69,113,22,0,1,83
"2344",2012-06-01,75,51,177,32,0,11,66
"2345",2012-06-02,31,54,121,17,2,4,36
"2346",2012-06-03,43,75,99,21,1,4,50
"2347",2012-06-04,60,44,102,26,2,4,60
"2348",2012-06-05,57,39,137,21,2,0,57
"2349",2012-06-06,49,55,128,16,3,4,48
"2350",2012-06-07,37,62,123,27,3,4,56
"2351",2012-06-08,54,51,125,28,1,2,42
"2352",2012-06-09,44,95,103,20,2,4,61
"2353",2012-06-10,35,75,104,22,1,6,53
"2354",2012-06-11,47,49,117,23,4,2,64
"2355",2012-06-12,61,58,122,25,0,6,67
"2356",2012-06-13,67,58,121,24,3,2,62
"2357",2012-06-14,51,56,124,21,0,4,67
"2358",2012-06-15,62,64,164,26,1,5,52
"2359",2012-06-16,52,82,130,22,3,2,57
"2360",2012-06-17,28,80,96,22,1,4,53
"2361",2012-06-18,61,55,114,30,0,4,49
"2362",2012-06-19,46,55,118,24,1,1,64
"2363",2012-06-20,42,64,135,32,0,4,50
"2364",2012-06-21,64,61,117,20,0,5,52
"2365",2012-06-22,75,60,129,21,2,7,54
"2366",2012-06-23,51,76,125,23,0,4,68
"2367",2012-06-24,47,114,119,29,2,6,61
"2368",2012-06-25,60,62,132,20,0,5,54
"2369",2012-06-26,66,44,115,16,1,3,39
"2370",2012-06-27,62,52,137,20,1,2,67
"2371",2012-06-28,48,57,135,20,1,3,44
"2372",2012-06-29,58,68,148,19,2,5,52
"2373",2012-06-30,34,75,130,32,1,4,65
"2374",2012-07-01,50,90,163,19,1,18,65
"2375",2012-07-02,54,55,110,25,3,5,65
"2376",2012-07-03,53,55,123,20,2,2,62
"2377",2012-07-04,54,79,109,19,2,3,67
"2378",2012-07-05,45,68,115,22,6,4,48
"2379",2012-07-06,77,64,129,26,3,4,58
"2380",2012-07-07,39,78,145,19,6,5,63
"2381",2012-07-08,34,87,86,26,1,3,66
"2382",2012-07-09,61,55,129,27,3,2,51
"2383",2012-07-10,53,48,123,21,0,3,60
"2384",2012-07-11,63,40,132,30,0,5,41
"2385",2012-07-12,65,51,121,20,2,6,63
"2386",2012-07-13,61,50,131,29,1,5,43
"2387",2012-07-14,48,76,126,30,1,3,66
"2388",2012-07-15,50,75,106,22,3,4,62
"2389",2012-07-16,42,42,140,27,0,4,58
"2390",2012-07-17,43,61,121,30,1,7,71
"2391",2012-07-18,48,50,125,26,0,3,82
"2392",2012-07-19,55,54,139,21,0,3,49
"2393",2012-07-20,72,55,115,28,1,5,64
"2394",2012-07-21,41,68,128,17,2,6,70
"2395",2012-07-22,43,88,102,19,2,8,49
"2396",2012-07-23,58,60,136,26,0,5,65
"2397",2012-07-24,46,50,143,21,2,4,60
"2398",2012-07-25,49,48,145,29,1,3,60
"2399",2012-07-26,71,55,120,31,2,2,54
"2400",2012-07-27,58,46,145,26,1,2,51
"2401",2012-07-28,44,80,115,26,1,4,78
"2402",2012-07-29,38,72,96,24,1,7,58
"2403",2012-07-30,57,58,142,22,2,4,68
"2404",2012-07-31,55,61,131,29,1,1,71
"2405",2012-08-01,40,46,172,22,2,20,63
"2406",2012-08-02,50,46,127,26,1,6,57
"2407",2012-08-03,59,59,127,26,1,3,46
"2408",2012-08-04,52,78,144,30,4,5,61
"2409",2012-08-05,46,79,109,24,1,3,46
"2410",2012-08-06,63,50,137,29,1,6,56
"2411",2012-08-07,74,58,150,12,1,6,59
"2412",2012-08-08,48,63,125,28,0,4,80
"2413",2012-08-09,70,46,146,25,0,1,59
"2414",2012-08-10,76,41,157,24,1,5,65
"2415",2012-08-11,49,82,113,24,3,4,64
"2416",2012-08-12,39,82,131,29,1,5,71
"2417",2012-08-13,50,65,110,20,0,3,63
"2418",2012-08-14,70,49,108,19,1,6,39
"2419",2012-08-15,51,53,129,29,1,4,60
"2420",2012-08-16,68,42,146,27,2,5,52
"2421",2012-08-17,81,59,151,30,2,5,58
"2422",2012-08-18,55,59,101,35,3,4,50
"2423",2012-08-19,44,70,102,18,1,4,54
"2424",2012-08-20,78,43,151,24,0,5,66
"2425",2012-08-21,63,63,126,16,5,4,44
"2426",2012-08-22,61,49,108,24,0,1,60
"2427",2012-08-23,63,47,133,25,2,4,60
"2428",2012-08-24,70,50,144,34,3,3,49
"2429",2012-08-25,42,89,110,23,0,4,50
"2430",2012-08-26,53,69,114,23,3,5,55
"2431",2012-08-27,52,60,120,24,1,4,51
"2432",2012-08-28,80,57,112,22,0,4,65
"2433",2012-08-29,68,63,108,27,1,2,67
"2434",2012-08-30,60,56,131,27,2,0,61
"2435",2012-08-31,77,43,141,26,1,3,56
"2436",2012-09-01,61,94,165,34,1,14,42
"2437",2012-09-02,43,84,99,19,0,4,50
"2438",2012-09-03,39,75,110,37,2,6,60
"2439",2012-09-04,65,54,138,27,3,1,51
"2440",2012-09-05,63,37,122,23,1,2,56
"2441",2012-09-06,50,49,116,21,1,2,31
"2442",2012-09-07,65,61,141,24,2,1,66
"2443",2012-09-08,43,71,117,26,4,1,57
"2444",2012-09-09,34,79,107,20,1,7,56
"2445",2012-09-10,61,34,125,26,0,8,50
"2446",2012-09-11,51,48,112,17,0,0,41
"2447",2012-09-12,70,59,126,21,1,7,58
"2448",2012-09-13,57,38,130,18,1,5,53
"2449",2012-09-14,50,40,131,27,2,4,64
"2450",2012-09-15,35,75,119,33,1,6,56
"2451",2012-09-16,37,52,100,29,2,3,58
"2452",2012-09-17,51,68,124,11,4,4,69
"2453",2012-09-18,62,50,100,24,0,2,86
"2454",2012-09-19,54,43,112,22,1,1,48
"2455",2012-09-20,57,44,121,21,1,3,64
"2456",2012-09-21,64,50,149,26,1,3,57
"2457",2012-09-22,45,66,145,30,0,5,63
"2458",2012-09-23,34,67,139,21,0,5,57
"2459",2012-09-24,60,50,116,20,0,2,62
"2460",2012-09-25,52,46,120,20,2,2,69
"2461",2012-09-26,68,51,107,19,1,4,65
"2462",2012-09-27,63,50,133,25,0,3,69
"2463",2012-09-28,69,57,144,28,0,4,74
"2464",2012-09-29,49,60,122,22,1,2,74
"2465",2012-09-30,40,61,92,42,2,4,65
"2466",2012-10-01,64,49,163,27,1,13,64
"2467",2012-10-02,62,51,141,23,2,3,67
"2468",2012-10-03,61,59,133,34,1,3,54
"2469",2012-10-04,62,52,150,35,0,4,62
"2470",2012-10-05,100,45,156,26,1,5,60
"2471",2012-10-06,46,72,108,24,2,4,67
"2472",2012-10-07,37,52,103,23,3,5,66
"2473",2012-10-08,43,45,102,19,0,2,47
"2474",2012-10-09,54,51,110,26,0,1,58
"2475",2012-10-10,63,38,129,14,0,1,63
"2476",2012-10-11,56,46,139,29,0,3,48
"2477",2012-10-12,81,51,132,22,1,1,64
"2478",2012-10-13,44,67,127,25,2,2,59
"2479",2012-10-14,40,69,113,20,1,5,51
"2480",2012-10-15,66,67,143,21,0,2,69
"2481",2012-10-16,62,44,119,28,1,7,67
"2482",2012-10-17,62,50,110,14,0,6,60
"2483",2012-10-18,67,53,142,16,1,5,58
"2484",2012-10-19,64,60,118,24,1,1,68
"2485",2012-10-20,58,66,142,23,3,5,52
"2486",2012-10-21,39,59,117,18,2,2,62
"2487",2012-10-22,62,44,119,18,1,2,62
"2488",2012-10-23,77,40,103,21,1,1,65
"2489",2012-10-24,60,55,109,34,0,0,65
"2490",2012-10-25,58,50,120,16,4,1,49
"2491",2012-10-26,88,37,132,16,0,3,73
"2492",2012-10-27,58,68,136,19,1,6,69
"2493",2012-10-28,74,83,97,23,1,6,68
"2494",2012-10-29,96,39,71,26,1,3,24
"2495",2012-10-30,104,36,43,25,0,2,46
"2496",2012-10-31,63,55,94,22,0,2,47
"2497",2012-11-01,67,32,130,19,0,12,47
"2498",2012-11-02,63,32,106,25,0,4,51
"2499",2012-11-03,46,53,105,18,0,9,64
"2500",2012-11-04,33,69,75,18,0,2,67
"2501",2012-11-05,60,40,129,19,0,3,52
"2502",2012-11-06,49,36,112,8,2,2,39
"2503",2012-11-07,32,38,114,16,2,6,30
"2504",2012-11-08,55,27,124,12,0,4,54
"2505",2012-11-09,69,55,152,22,0,2,46
"2506",2012-11-10,46,57,140,32,1,2,54
"2507",2012-11-11,35,67,109,27,0,5,57
"2508",2012-11-12,48,48,113,29,0,3,72
"2509",2012-11-13,64,46,150,15,0,3,52
"2510",2012-11-14,65,35,115,13,0,2,66
"2511",2012-11-15,64,39,136,18,2,3,76
"2512",2012-11-16,56,33,166,25,1,3,86
"2513",2012-11-17,42,60,108,23,1,8,47
"2514",2012-11-18,49,59,104,25,0,1,43
"2515",2012-11-19,79,52,125,24,0,2,66
"2516",2012-11-20,56,44,140,23,0,3,59
"2517",2012-11-21,98,51,129,24,0,4,55
"2518",2012-11-22,51,48,74,12,1,4,25
"2519",2012-11-23,58,59,142,21,2,2,53
"2520",2012-11-24,44,57,102,35,2,3,60
"2521",2012-11-25,28,50,105,24,1,4,57
"2522",2012-11-26,69,33,152,16,0,1,66
"2523",2012-11-27,56,32,130,16,0,5,37
"2524",2012-11-28,74,41,145,16,1,3,56
"2525",2012-11-29,53,33,114,20,1,3,50
"2526",2012-11-30,78,49,171,25,3,3,53
"2527",2012-12-01,31,52,176,22,0,13,57
"2528",2012-12-02,47,69,100,28,2,6,56
"2529",2012-12-03,61,35,116,16,3,5,62
"2530",2012-12-04,55,46,128,18,0,4,65
"2531",2012-12-05,60,38,140,17,1,0,59
"2532",2012-12-06,57,37,119,21,0,5,49
"2533",2012-12-07,66,30,148,22,1,1,46
"2534",2012-12-08,50,56,130,30,0,4,54
"2535",2012-12-09,39,69,104,18,2,7,83
"2536",2012-12-10,56,50,157,20,2,1,74
"2537",2012-12-11,64,55,108,16,2,6,72
"2538",2012-12-12,67,45,143,16,0,1,55
"2539",2012-12-13,60,43,130,12,1,2,48
"2540",2012-12-14,78,44,179,25,0,0,55
"2541",2012-12-15,40,52,143,27,0,4,62
"2542",2012-12-16,32,52,114,27,1,1,52
"2543",2012-12-17,61,58,138,24,2,3,65
"2544",2012-12-18,59,37,117,19,0,2,56
"2545",2012-12-19,65,38,143,21,2,4,58
"2546",2012-12-20,83,40,164,16,2,3,78
"2547",2012-12-21,71,40,157,22,2,4,47
"2548",2012-12-22,54,50,127,21,2,3,40
"2549",2012-12-23,48,70,128,22,1,3,74
"2550",2012-12-24,70,40,99,22,0,4,59
"2551",2012-12-25,33,50,46,12,0,3,46
"2552",2012-12-26,31,30,98,24,0,1,51
"2553",2012-12-27,39,36,111,24,1,3,48
"2554",2012-12-28,41,40,130,28,0,2,48
"2555",2012-12-29,49,58,103,18,2,2,57
"2556",2012-12-30,33,57,91,17,0,2,63
"2557",2012-12-31,58,37,142,26,2,4,71
"2558",2013-01-01,30,112,179,17,1,20,76
"2559",2013-01-02,45,42,106,18,0,4,52
"2560",2013-01-03,41,42,101,21,1,3,51
"2561",2013-01-04,59,43,138,20,1,5,44
"2562",2013-01-05,44,50,120,18,1,2,56
"2563",2013-01-06,39,59,98,11,4,6,60
"2564",2013-01-07,59,34,116,12,2,2,61
"2565",2013-01-08,50,42,108,6,0,1,52
"2566",2013-01-09,61,57,108,24,1,4,67
"2567",2013-01-10,66,49,116,15,2,4,58
"2568",2013-01-11,54,44,127,17,1,2,66
"2569",2013-01-12,35,54,106,23,3,3,46
"2570",2013-01-13,25,71,102,19,1,3,66
"2571",2013-01-14,50,59,114,21,0,3,65
"2572",2013-01-15,43,46,101,17,0,2,52
"2573",2013-01-16,54,55,98,20,2,1,64
"2574",2013-01-17,50,35,101,16,0,3,64
"2575",2013-01-18,69,43,135,28,0,2,50
"2576",2013-01-19,32,50,126,19,0,5,63
"2577",2013-01-20,32,58,98,18,0,1,45
"2578",2013-01-21,35,34,82,13,0,0,37
"2579",2013-01-22,46,44,104,11,0,3,53
"2580",2013-01-23,49,37,104,14,0,4,45
"2581",2013-01-24,49,44,99,14,0,3,45
"2582",2013-01-25,58,28,117,25,0,3,54
"2583",2013-01-26,45,40,97,19,1,2,47
"2584",2013-01-27,33,63,87,14,3,6,44
"2585",2013-01-28,58,47,100,21,2,1,60
"2586",2013-01-29,49,31,132,16,0,1,59
"2587",2013-01-30,45,41,118,16,1,1,56
"2588",2013-01-31,50,34,123,16,2,0,45
"2589",2013-02-01,62,52,166,11,1,4,54
"2590",2013-02-02,48,65,110,20,1,3,40
"2591",2013-02-03,34,60,81,18,0,0,40
"2592",2013-02-04,44,39,115,19,0,4,49
"2593",2013-02-05,53,33,99,18,2,3,51
"2594",2013-02-06,51,38,101,21,0,1,48
"2595",2013-02-07,49,48,97,18,2,1,46
"2596",2013-02-08,53,40,104,15,1,0,42
"2597",2013-02-09,29,44,68,6,2,4,31
"2598",2013-02-10,20,58,85,8,0,4,36
"2599",2013-02-11,40,43,119,14,0,4,34
"2600",2013-02-12,55,41,105,12,1,2,44
"2601",2013-02-13,42,43,119,11,1,3,45
"2602",2013-02-14,30,57,108,16,0,5,49
"2603",2013-02-15,61,51,122,19,0,8,48
"2604",2013-02-16,38,47,106,12,0,4,32
"2605",2013-02-17,27,67,106,14,1,8,35
"2606",2013-02-18,33,42,87,20,1,4,39
"2607",2013-02-19,53,39,109,17,1,0,35
"2608",2013-02-20,51,30,121,11,2,1,38
"2609",2013-02-21,41,40,103,7,1,3,32
"2610",2013-02-22,60,31,117,15,0,3,48
"2611",2013-02-23,42,56,93,16,1,8,47
"2612",2013-02-24,37,55,105,17,3,5,36
"2613",2013-02-25,39,35,90,9,1,2,42
"2614",2013-02-26,46,33,106,18,1,2,41
"2615",2013-02-27,51,40,114,19,0,2,40
"2616",2013-02-28,39,39,104,14,0,5,45
"2617",2013-03-01,55,60,158,21,0,19,55
"2618",2013-03-02,26,53,87,13,1,4,32
"2619",2013-03-03,20,63,98,17,1,4,36
"2620",2013-03-04,35,36,115,10,0,4,44
"2621",2013-03-05,47,42,100,14,0,0,41
"2622",2013-03-06,45,38,101,20,3,1,35
"2623",2013-03-07,48,43,112,18,0,3,36
"2624",2013-03-08,59,54,117,17,0,8,49
"2625",2013-03-09,28,61,94,14,0,7,29
"2626",2013-03-10,23,73,83,8,1,7,38
"2627",2013-03-11,48,28,128,17,0,2,52
"2628",2013-03-12,43,29,101,11,0,3,32
"2629",2013-03-13,48,57,130,16,0,3,41
"2630",2013-03-14,54,47,110,16,0,3,38
"2631",2013-03-15,52,49,142,27,2,2,60
"2632",2013-03-16,38,63,75,17,0,2,45
"2633",2013-03-17,24,69,99,13,0,2,45
"2634",2013-03-18,44,48,116,15,1,5,43
"2635",2013-03-19,35,29,110,14,3,2,39
"2636",2013-03-20,33,43,127,14,1,2,39
"2637",2013-03-21,44,38,106,10,0,6,45
"2638",2013-03-22,54,48,127,18,2,1,54
"2639",2013-03-23,38,54,103,26,1,3,45
"2640",2013-03-24,32,56,97,23,2,3,43
"2641",2013-03-25,39,44,83,18,0,4,40
"2642",2013-03-26,36,36,82,23,0,0,50
"2643",2013-03-27,31,35,107,10,1,4,33
"2644",2013-03-28,51,45,121,18,1,1,50
"2645",2013-03-29,50,49,120,21,0,4,30
"2646",2013-03-30,46,70,105,7,0,3,45
"2647",2013-03-31,34,69,87,14,2,7,40
"2648",2013-04-01,48,44,165,12,1,20,43
"2649",2013-04-02,35,55,97,10,0,5,39
"2650",2013-04-03,52,39,108,18,0,2,40
"2651",2013-04-04,56,40,107,22,0,3,36
"2652",2013-04-05,45,57,116,30,0,3,49
"2653",2013-04-06,40,56,103,19,3,3,39
"2654",2013-04-07,20,49,76,15,0,4,43
"2655",2013-04-08,51,46,104,9,0,3,50
"2656",2013-04-09,50,60,110,18,1,2,38
"2657",2013-04-10,46,61,108,13,0,3,55
"2658",2013-04-11,42,54,112,19,1,3,52
"2659",2013-04-12,57,63,119,13,0,4,48
"2660",2013-04-13,38,55,126,20,0,8,44
"2661",2013-04-14,32,77,95,22,0,3,36
"2662",2013-04-15,48,52,151,14,4,3,44
"2663",2013-04-16,36,48,113,24,2,5,64
"2664",2013-04-17,54,48,143,23,0,2,42
"2665",2013-04-18,40,66,114,15,0,2,65
"2666",2013-04-19,52,55,137,31,0,1,47
"2667",2013-04-20,37,41,110,17,0,3,42
"2668",2013-04-21,16,66,96,16,1,3,45
"2669",2013-04-22,40,57,114,18,3,1,42
"2670",2013-04-23,41,35,103,21,0,1,39
"2671",2013-04-24,49,52,114,19,1,2,31
"2672",2013-04-25,57,57,135,15,0,3,44
"2673",2013-04-26,55,62,131,22,0,2,48
"2674",2013-04-27,33,68,99,26,1,2,44
"2675",2013-04-28,25,59,82,16,2,4,49
"2676",2013-04-29,61,51,124,18,1,4,57
"2677",2013-04-30,35,46,113,22,2,4,51
"2678",2013-05-01,52,51,184,18,0,7,49
"2679",2013-05-02,44,56,110,17,1,4,45
"2680",2013-05-03,52,53,150,22,4,4,32
"2681",2013-05-04,38,68,145,16,0,4,50
"2682",2013-05-05,29,76,100,18,1,3,41
"2683",2013-05-06,43,48,138,26,1,2,44
"2684",2013-05-07,53,64,108,29,1,3,48
"2685",2013-05-08,44,35,104,27,2,2,50
"2686",2013-05-09,48,51,124,18,1,4,65
"2687",2013-05-10,70,67,134,19,1,5,57
"2688",2013-05-11,29,94,119,24,0,2,65
"2689",2013-05-12,31,80,97,22,1,2,59
"2690",2013-05-13,35,58,115,18,0,5,57
"2691",2013-05-14,46,52,101,25,0,6,40
"2692",2013-05-15,40,56,129,13,0,3,44
"2693",2013-05-16,47,70,119,21,1,1,35
"2694",2013-05-17,61,53,137,28,0,2,52
"2695",2013-05-18,35,72,115,26,2,2,51
"2696",2013-05-19,16,62,75,23,0,8,55
"2697",2013-05-20,55,57,126,17,1,5,55
"2698",2013-05-21,36,69,113,19,1,2,55
"2699",2013-05-22,57,45,131,18,0,3,69
"2700",2013-05-23,66,56,128,21,0,2,40
"2701",2013-05-24,67,50,106,30,2,3,51
"2702",2013-05-25,56,61,101,23,0,6,33
"2703",2013-05-26,30,66,87,21,1,2,56
"2704",2013-05-27,33,67,88,21,2,2,35
"2705",2013-05-28,42,44,122,13,0,7,39
"2706",2013-05-29,56,40,132,27,0,1,52
"2707",2013-05-30,49,48,128,15,1,3,44
"2708",2013-05-31,48,77,123,22,3,2,45
"2709",2013-06-01,39,83,154,19,1,13,48
"2710",2013-06-02,29,96,98,31,3,5,42
"2711",2013-06-03,56,80,127,21,4,5,56
"2712",2013-06-04,58,71,125,12,2,4,63
"2713",2013-06-05,48,56,133,25,1,5,36
"2714",2013-06-06,47,62,131,21,1,1,49
"2715",2013-06-07,58,52,117,22,0,5,58
"2716",2013-06-08,40,66,123,21,0,1,37
"2717",2013-06-09,25,85,122,21,2,6,43
"2718",2013-06-10,52,38,130,24,0,4,60
"2719",2013-06-11,37,44,134,16,0,0,40
"2720",2013-06-12,60,56,121,22,0,3,52
"2721",2013-06-13,46,44,118,17,1,3,64
"2722",2013-06-14,53,60,149,23,1,2,49
"2723",2013-06-15,39,76,139,22,0,5,61
"2724",2013-06-16,27,88,100,22,2,4,52
"2725",2013-06-17,41,67,133,20,0,3,57
"2726",2013-06-18,39,50,136,21,0,0,53
"2727",2013-06-19,54,52,126,17,0,1,40
"2728",2013-06-20,54,49,113,25,0,3,55
"2729",2013-06-21,72,62,148,22,1,3,52
"2730",2013-06-22,49,85,122,23,3,5,55
"2731",2013-06-23,40,93,122,19,0,2,44
"2732",2013-06-24,53,60,144,21,0,2,60
"2733",2013-06-25,53,61,130,22,4,5,65
"2734",2013-06-26,50,62,137,30,2,6,58
"2735",2013-06-27,55,47,129,15,3,5,67
"2736",2013-06-28,86,79,146,26,1,9,51
"2737",2013-06-29,40,92,156,28,0,7,53
"2738",2013-06-30,43,92,113,19,0,3,51
"2739",2013-07-01,61,63,152,26,2,8,46
"2740",2013-07-02,45,55,122,20,2,4,48
"2741",2013-07-03,64,58,126,14,0,4,57
"2742",2013-07-04,50,75,101,22,0,1,54
"2743",2013-07-05,55,101,128,18,2,5,60
"2744",2013-07-06,47,81,126,14,1,4,56
"2745",2013-07-07,35,89,109,15,1,7,55
"2746",2013-07-08,64,47,147,25,1,5,58
"2747",2013-07-09,41,48,150,25,0,7,50
"2748",2013-07-10,65,72,132,20,0,2,42
"2749",2013-07-11,43,55,148,18,0,3,57
"2750",2013-07-12,54,63,131,24,1,2,51
"2751",2013-07-13,41,65,124,13,1,7,53
"2752",2013-07-14,53,72,115,23,1,3,56
"2753",2013-07-15,59,43,152,25,1,2,61
"2754",2013-07-16,48,60,146,24,0,2,49
"2755",2013-07-17,60,55,138,29,1,5,55
"2756",2013-07-18,51,57,144,25,0,1,47
"2757",2013-07-19,66,68,167,24,1,3,55
"2758",2013-07-20,45,88,129,20,1,8,74
"2759",2013-07-21,43,101,119,20,2,3,54
"2760",2013-07-22,57,57,116,21,0,4,53
"2761",2013-07-23,64,58,127,24,1,2,68
"2762",2013-07-24,41,71,157,17,1,4,62
"2763",2013-07-25,66,53,157,30,1,6,57
"2764",2013-07-26,71,48,161,22,0,3,71
"2765",2013-07-27,34,78,154,28,2,0,58
"2766",2013-07-28,42,81,108,33,0,5,68
"2767",2013-07-29,63,42,143,21,0,5,61
"2768",2013-07-30,57,58,139,19,0,3,66
"2769",2013-07-31,52,54,109,18,0,4,54
"2770",2013-08-01,69,33,155,19,0,10,50
"2771",2013-08-02,68,52,155,23,1,3,42
"2772",2013-08-03,37,100,134,18,4,3,55
"2773",2013-08-04,43,70,122,17,3,4,53
"2774",2013-08-05,56,57,148,23,1,3,44
"2775",2013-08-06,44,48,141,24,0,2,52
"2776",2013-08-07,53,40,129,28,0,1,44
"2777",2013-08-08,57,51,127,24,0,1,59
"2778",2013-08-09,58,51,161,19,3,6,75
"2779",2013-08-10,59,76,132,22,2,6,58
"2780",2013-08-11,40,89,110,20,1,5,52
"2781",2013-08-12,51,49,132,21,2,4,59
"2782",2013-08-13,49,56,124,16,2,5,50
"2783",2013-08-14,58,69,128,23,0,7,58
"2784",2013-08-15,61,49,145,20,1,6,52
"2785",2013-08-16,68,67,141,25,1,1,46
"2786",2013-08-17,47,73,134,29,1,3,57
"2787",2013-08-18,36,75,123,18,2,4,69
"2788",2013-08-19,46,35,137,23,0,1,66
"2789",2013-08-20,50,66,130,18,0,3,43
"2790",2013-08-21,54,47,123,16,2,4,59
"2791",2013-08-22,48,46,133,17,0,2,52
"2792",2013-08-23,55,56,151,28,2,6,47
"2793",2013-08-24,51,84,148,27,1,3,73
"2794",2013-08-25,28,71,109,21,3,7,50
"2795",2013-08-26,56,52,134,18,3,5,65
"2796",2013-08-27,46,46,136,15,1,3,69
"2797",2013-08-28,58,69,157,20,1,3,65
"2798",2013-08-29,62,53,125,17,0,1,57
"2799",2013-08-30,72,65,183,26,1,5,66
"2800",2013-08-31,38,92,133,24,2,4,65
"2801",2013-09-01,57,82,158,26,1,9,66
"2802",2013-09-02,39,63,110,23,1,6,66
"2803",2013-09-03,29,52,119,24,0,5,66
"2804",2013-09-04,46,46,129,35,1,6,67
"2805",2013-09-05,50,56,129,24,2,2,45
"2806",2013-09-06,62,61,144,23,1,5,44
"2807",2013-09-07,36,80,126,19,2,2,68
"2808",2013-09-08,30,59,117,15,0,2,57
"2809",2013-09-09,54,40,136,24,1,3,57
"2810",2013-09-10,54,29,149,29,0,2,61
"2811",2013-09-11,43,41,137,16,1,3,60
"2812",2013-09-12,48,66,147,22,0,6,64
"2813",2013-09-13,61,60,153,27,0,4,52
"2814",2013-09-14,34,79,113,28,0,3,56
"2815",2013-09-15,41,74,127,22,0,6,63
"2816",2013-09-16,61,34,117,22,1,4,71
